edition,series_type,series_name,date,time,title,speaker,speaker_title,institution,description,notes,speaker_bio
Winter/Spring 2023,thursday-series,Human Migration Through the Ages,2023-04-20,10:00 - 11:30am,On the Trail of Early South Americans in the Andes,Kurt Rademaker,,,"**Speaker will be in person** We highly encourage you to come in-person if feasible.

Dr. Kurt Rademaker

Much of what we know about the history of human migrations throughout the world has been revealed through archaeology and the study of modern and ancient DNA. This presentation will summarize current knowledge about prehistoric human migrations and examine human dispersal into the Americas in greater detail. The talk will also highlight current approaches for learning about past migrations. Kurt Rademaker is an assistant professor of anthropology at Michigan State University. He is an archeologist who investigates the initial hunter-gatherer settlement of South America and long-term human-environment interactions. He has led archaeological survey and excavation projects throughout the United States and Peru and participated in field research on volcanic and glacial geology. His current research is focused on prehistoric settlement dynamics and biocultural adaptations in the high Andes.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the bio paragraph (2022-era announcements print no Speaker line); speaker taken from the name line under the lecture heading,Kurt Rademaker is an assistant professor of anthropology at Michigan State University. He is an archeologist who investigates the initial hunter-gatherer settlement of South America and long-term human-environment interactions. He has led archaeological survey and excavation projects throughout the United States and Peru and participated in field research on volcanic and glacial geology. His current research is focused on prehistoric settlement dynamics and biocultural adaptations in the high Andes.
Winter/Spring 2023,thursday-series,Human Migration Through the Ages,2023-04-27,10:00 - 11:30am,"A Century of Middle Eastern Migration to Michigan: Displacement, Disruption and Dynamism",Dr. Sally Howell,,,"Migration from the Middle East to Southeastern Michigan began at the turn of the 20th Century and continues unabated in the 21st, but there is little continuity between the motives or experiences of the early immigrants and those of the recently arrived. This talk will explore the legal regimes that have made migration possible, the political conditions that made it necessary, and the cultural conditions that have shaped the reception of Arabic speakers in our region. Sally Howell is professor of history and Arab American studies at the University of Michigan–Dearborn. Her books include Arab Detroit 9/11: Life in the Terror Decade (2011, Wayne State University Press), Old Islam in Detroit: Rediscovering the Muslim American Past (2014, Oxford University Press), and Hadha Baladuna: Arab American Narratives of Boundary and Belonging (2022, Wayne State University Press). Howell is a curator of the Halal Metropolis exhibition series exploring the political and cultural impact of Muslim visibility in greater Detroit.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the name line under the lecture heading,"Dr. Sally Howell-Supplementary References Attached (PDF)

Migration from the Middle East to Southeastern Michigan began at the turn of the 20th Century and continues unabated in the 21st, but there is little continuity between the motives or experiences of the early immigrants and those of the recently arrived. This talk will explore the legal regimes that have made migration possible, the political conditions that made it necessary, and the cultural conditions that have shaped the reception of Arabic speakers in our region. Sally Howell is professor of history and Arab American studies at the University of Michigan–Dearborn. Her books include Arab Detroit 9/11: Life in the Terror Decade (2011, Wayne State University Press), Old Islam in Detroit: Rediscovering the Muslim American Past (2014, Oxford University Press), and Hadha Baladuna: Arab American Narratives of Boundary and Belonging (2022, Wayne State University Press). Howell is a curator of the Halal Metropolis exhibition series exploring the political and cultural impact of Muslim visibility in greater Detroit. Additional Note: Dr Sally Howell, professor at UM Dearborn, will talk on Thursday about the immigration from the Middle East to our neighborhood (Detroit, Dearborn). We’ll have lunch with her at Paesano. Let Avi (eisbruch@umich.edu) know if you wish to join us."
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-05-02,10:00 - 11:30 AM,Archaeology and Heritage along the Nile in the Heartland of Ancient Kush,Geoff Emberling,,,"Dr. Geoff Emberling

This talk will outline results of the past 10 years of work at two sites: the royal pyramid cemetery of the kings and queens of ancient Kush at El-Kurru and an investigation at the city of Jebel Barkal, including discovery of an unknown area of the ancient town.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the bio paragraph (2022-era announcements print no Speaker line),"Geoff Emberling is an archaeologist and museum curator specializing in the ancient cultures of the Middle East and Northeast Africa. Based in the Kelsey Museum of Archaeology at the University of Michigan, his current archaeological and heritage projects focus on the heartland of ancient Kush sometimes also known as Nubia. His work has recently been featured in documentaries produced by National Geographic and others.

This Distinguished Lecture Series was planned by: Ron Frisch, Gerald Gardner, Beverley Geltner, Leo Shedden, Frances Schultz, Marie Vitale, and Katherine Woo."
Winter/Spring 2023,thursday-series,Human Migration Through the Ages,2023-05-04,10:00 - 11:30am,"Chinese Migration: History, Immigrant Experiences, and Contemporary Issues",Andrea Louie,,,"Dr. Andrea Louie

There are people of Chinese descent all over the world, but why did they leave their homeland? What have their experiences been in the countries in which they settled? In what ways do they feel a sense of belonging and to what extent are they incorporated into U. S. culture and society? In what ways have they been excluded via forms of legal and social marginalization? This talk provides an overview of Chinese diasporic migration, with particular emphasis on the last 200 years. It focuses on how the model minority myth, the perpetual foreigner stereotypes, and anti-Asian hate have shaped experiences of Chinese immigrants. Andrea Louie is a Professor of Anthropology at Michigan State University where she founded the Asian Pacific American Studies Program. She is author of Chineseness Across Borders: Renegotiating Chinese Identities in China and the United States and How Chinese Are You?: Adopted Chinese Youth and their Families Negotiate Identity and Culture. She is currently working on a book about her maternal grandmother, who was selected as U.S. Mother of the Year in 1952. **Andrea Louie Supplemental References Attached**",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the bio paragraph (2022-era announcements print no Speaker line),"Andrea Louie is a Professor of Anthropology at Michigan State University where she founded the Asian Pacific American Studies Program. She is author of Chineseness Across Borders: Renegotiating Chinese Identities in China and the United States and How Chinese Are You?: Adopted Chinese Youth and their Families Negotiate Identity and Culture. She is currently working on a book about her maternal grandmother, who was selected as U.S. Mother of the Year in 1952. **Andrea Louie Supplemental References Attached**"
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-05-09,10:00 - 11:30am,The Other Gasses: The Politics of Short-Lived Climate Pollutants,Professor Barry Rabe,"J. Ira and Nicki Harris Family Professor of Public Policy, Gerald Ford School of Public Policy",University of Michigan,"Carbon dioxide dominates most discussions of climate change, a powerful greenhouse gas that remains potent in the atmosphere for long periods. However, its capacity for warming is compounded by a series of short-lived climate pollutants, such as methane, hydrofluorocarbons (HFCs), and black carbon. These contaminants do not last nearly as long in the atmosphere as carbon but have a far more intensive short-term impact. This presentation will examine the politics of reducing these gases, with a particular focus on methane and HFCs. It will examine major policy advances in the case of HFCs, including bipartisan legislation in the United States and a robust global regulatory system, in contrast with other short-lived climate pollutants.",,"Barry Rabe is the J. Ira and Nicki Harris Family Professor of Public Policy at the Gerald Ford School of Public Policy and the Arthur Thurnau Professor of Environmental Policy at the University of Michigan. He is also a non-resident senior fellow at the Brookings Institution and is an elected fellow of the National Academy of Public Administration. Rabe is a political scientist who examines the political feasibility of adopting and implementing environmental, energy and climate policies in federal systems such as the United States and Canada. His most recent books examine the politics of putting a price on carbon emissions and the limitations of climate policy reliant on executive branch action rather than legislation."
Winter/Spring 2023,thursday-series,Human Migration Through the Ages,2023-05-11,10:00 - 11:30am,Climate Change as a Driver of Migration: What We Know and Don’t Know,Dr. Elizabeth Ferris,,,"While there is a growing consensus that some people will move away from their communities because of the effects of climate change, the scale, time-frame, dynamics and directions of those movements are much less certain. This presentation will focus on what we do know about likely population movements caused either directly or indirectly by climate change and the many things we do not yet know.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the name line under the lecture heading,"Elizabeth Ferris is research professor and director of the Institute for the Study of International Migration at Georgetown University’s School of Foreign Service. She worked for 20 years in the field of humanitarian assistance, for nine years as a senior fellow at the Brookings Institution, and has served as an advisor to various UN agencies. She has worked extensively on climate migration since 2010. Supplemental references for Elizabeth Ferris Attached"
Winter/Spring 2023,thursday-series,Human Migration Through the Ages,2023-05-18,10:00 - 11:30am,“Streets of Gold”: The Story of Immigrants to the US Based on Actual Data,Leah Boustan,,,"Professor Leah Boustan

Immigration is one of the most fraught topics in American politics, with much public conversation based on myth, not facts. This lecture uses ‘big data’ to provide new evidence on the American Dream. Immigrants to the US today move up the economic ladder and engage in cultural assimilation at the same pace as the Ellis Island generation. What’s more, the children of immigrants experience rapid social mobility, even if their parents hailed from poor countries.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the bio paragraph (2022-era announcements print no Speaker line),"Leah Boustan is a professor of economics at Princeton University, where she serves as the director of the Industrial Relations Section. Professor Boustan is also the codirector of the Development of the American Economy Program at the National Bureau of Economic Research. Supplemental References Attached This Thursday Lecture Series was planned by Larry Imerman, Camille Orso, Katherine Woo, and Co-chairs: Jim MacBain and Avraham Eisbruch."
Winter/Spring 2023,special,Summer Lecture Series: Breathing Life Into Old Buildings,2023-06-01,10:00AM - 11:30AM,Detroit: From Ruins to Riches,Elisabeth Knibbe,"FAIA, Quinn Evans Principal Emeritus",,"As cities die with the abandonment of buildings, they come back to life one building at a time. This presentation follows the rebirth of Detroit from the early 1990s through today and shows how each project leads to the next. Even severely deteriorated historic buildings can revitalize urban areas. In Midtown, the rebirth of Detroit Cultural Center started with saving Orchestra Hall from demolition. In Downtown, the process started with adapting vacant retail buildings for use as residential lofts. The lecture tracks the steady improvement of Detroit. Elisabeth Knibbe, FAIA Quin Evans Principal Emeritus, is an award-winning architect who specializes in the adaptive use of historic buildings.

The Summer Lecture Series was planned by: Gerald Gardner, Will Hawk, Bette Michael, Marie Vitale, Katherine Woo, and Co-Chairs: Carol Levin & Al Paas.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the name line under the lecture heading; also announced under the title 'Detroit: From Ruins to Riches',"Elisabeth Knibbe, FAIA Quin Evans Principal Emeritus, is an award-winning architect who specializes in the adaptive use of historic buildings. The Summer Lecture Series was planned by: Gerald Gardner, Will Hawk, Bette Michael, Marie Vitale, Katherine Woo, and Co-Chairs: Carol Levin & Al Paas."
Winter/Spring 2023,special,Summer Lecture Series: Breathing Life Into Old Buildings,2023-06-08,10:00AM - 11:30AM,Why Do I Like This Place? Creating Great Urban Spaces,Norman & Ilene Tyler,,,"What makes great urban spaces? Noteworthy historical precedents, such as Italy’s Piazza San Marco and the Galleria in Milan, mirror Ann Arbor’s own special places, such as Kerrytown and Nickels Arcade. Ilene and Norman Tyler will describe five key design elements that demonstrate how a city’s open spaces relate to its buildings, creating a well-balanced and people-friendly “image of a city.”",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the name line under the lecture heading,"Ilene R. Tyler, FAIA, FAPT is an architect and advocate for the built environment. During her 30 years at Quinn Evans Architects, her projects included restoration of the Nashville Parthenon, Old Courthouse in St. Louis, and Detroit Observatory in Ann Arbor. She taught Preservation Technology at Eastern Michigan University and co-authored Historic Preservation: An Introduction to Its History, Principles, and Practice.. She and her husband, Norman Tyler, live in the iconic Robert S. Wilson House. Professor Norman Tyler, FAICP is an architect and a nationally recognized professor (emeritus) of urban planning. He has authored books on city planning, historic preservation, the history of transportation, female travel trailblazers, Greek Revival architecture, the Peace Corps, and a Tyler family history. He and Irene live in their historic Greek Revival house in Ann Arbor and is a community activist who has served on the board of community and professional organizations. The Summer Lecture Series was planned by: Gerald Gardner, Will Hawk, Bette Michael, Marie Vitale, Katherine Woo, and Co-Chairs: Carol Levin & Al Paas. Link: https://wccnet-edu.zoom.us/j/88646330332 Take care,"
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-06-13,10:00 - 11:30am,Migration: The Complicated History of the United States,Professor Saeed Khan,"Associate Professor, Classical/Modern Lang/Culture Dept",Wayne State University,This lecture will explore the complex and often politicized history of migration and the United States. It will also locate this history within the broader discussions and debates about migration globally over the past decade.,,"Saeed A. Khan is an Associate Professor in the Classical/Modern Lang/Culture Dept at Wayne State University. He teaches Islamic and Middle East History, Politics and Culture and where he is also a Fellow at the Center for the Study of Citizenship. His primary area of research is the identity politics of Muslim Diaspora communities in the US, UK, and Europe. He is also Adjunct Professor of Islamic Studies at the University of Detroit-Mercy and at Rochester College, a panelist on CBC’s Turning Point and contributor to Detroit Today on Detroit Public Radio."
Winter/Spring 2023,special,Summer Lecture Series: Breathing Life Into Old Buildings,2023-06-15,10:00AM - 11:30AM,ZERO is a Positive Number: Building Greater Good,Carl Elefante,,,"Not included in the announcement email — the reminder-email format of this era lists only date, title, series, and venue.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; speaker taken from the name line under the lecture heading,"Carl Elefante, FAIA, FAPT is Principal Emeritus with Quinn Evans where he served as design principal for architecture, historic preservation, and community revitalization projects. Known for coining the phrase: “The greenest building is… one that is already built.” Carl writes and lectures internationally on historic preservation, sustainable design, climate change, and urban topics. Carl is a senior fellow with Architecture 2030 and sits on the board of the Climate Heritage Network (CHN).

The Summer Lecture Series was planned by: Gerald Gardner, Will Hawk, Bette Michael, Marie Vitale, Katherine Woo, and Co-Chairs: Carol Levin & Al Paas. Link: https://wccnet-edu.zoom.us/j/89896166070 Best regards,"
Fall 2023,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2023-09-12,10:00 - 11:30 am,Banning Books and Ideas: An Old Problem Brings Fresh Evils,Professor Leonard Niehoff,Professor from Practice at the University of Michigan Law School,University of Michigan,Professor Niehoff will discuss current trends in book banning and censorship and will explain why these efforts are even more worrisome than those we have seen in the past.,Sponsored by the Martin Family Foundation.,"Len Niehoff is a professor at the University of Michigan Law School and a practicing First Amendment and appellate litigator with the Honigman firm. He teaches courses in Civil Procedure, Ethics, Evidence, First Amendment, Media Law, Law & Theology, and Shakespeare & the Law. He is the author of more than 100 publications, including the book Free Speech: From Core Values to Current Debates (2022). He has represented media and other clients in dozens of First Amendment cases."
Fall 2023,special,Zekelman Holocaust Center's Special Lecture Series,2023-09-14,2:00 - 3:30pm,How Could This Happen?: Learning about the Holocaust,Harry Smith,Adult Education Specialist,Zekelman Holocaust Center,"The Holocaust was one of the darkest times in human history, and many wonder how this could have happened? The Holocaust was the culmination of years of hatred that spread and manifested itself into actions. Eventually, these actions became very violent on a large scale and were government-sponsored and organized. In this presentation, we will use artifacts and victim/survivor perspectives to discuss the escalation of hate from biased attitudes to bias-motivated violence during the Holocaust.",Online only ($12 day pass); facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).; Description/bio enriched from OLLI announcement emails (BLC-012).,
Fall 2023,thursday-series,The Rise of China as a Global Superpower,2023-09-14,10:00-11:30am,The Influence of China’s Historical Evolution on U.S.-China Relations,Professor Tristan G. Brown,,,"Speaker will be presenting virtually- We highly encourage you to come in-person to WCC and watch as a group if feasible.

This talk will provide a brief overview of China’s historical evolution from 1800 to 1949 as background for a more detailed discussion of the political, cultural, and economic evolution led by its key historical figures during the tumultuous period of the People’s Republic of China since 1949. Based on these transformations, Professor Brown will reflect on contemporary Chinese leadership’s current governance, sense of national identity, and vision for its future.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,"Tristan G. Brown is a social and cultural historian of late imperial and modern China. His research focuses on the ways in which law, science, environment, and religion interacted in China from the seventeenth to early twentieth centuries. He has held research fellowships at St John’s College, Cambridge, and Stanford University. Professor Brown has conducted research in China, Taiwan, and Jordan with the support of grants and fellowships. He received his PhD from Columbia University."
Fall 2023,thursday-series,The Rise of China as a Global Superpower,2023-09-21,10:00-11:30am,China’s Military Transformation under Xi Jinping,Dr. Joel Wuthnow,,,"Speaker will be presenting virtually- We highly encourage you to come in-person to WCC and watch as a group if feasible.

This talk will provide an overview of Chinese military modernization and reform in the decade since Xi Jinping took office. It will focus not only on improvements in the People’s Liberation Army’s hardware, but also key changes in military strategy, organization, and personnel. This will set the stage for a consideration of China’s military approaches to Taiwan, encompassing its recent coercive campaigns and preparations for broader use of force. The talk will conclude with a discussion of options for the United States to improve deterrence and maintain stability in this critical region. Please see the attached document for supplemental readings. Dr. Joel Wuthnow is an accomplished scholar in the Center for the Study of Chinese Military Affairs within the US National Defense University. He also is an adjunct professor at Georgetown University’s School of Foreign Service. Wuthnow has made significant contributions to understanding China's military modernization, civil-military relations, and defense policy. Dr. Wuthnow was a China analyst at the think tank, CNA, a postdoctoral fellow at Princeton University and a pre-doctoral fellow at The Brookings Institution. His degrees include: A.B. (Princeton University), M.Phil. (Oxford University), and Ph.D (Columbia University).",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,
Fall 2023,thursday-series,The Rise of China as a Global Superpower,2023-09-28,10:00-11:30am,Chinese Economy: Where is it Headed?,Professor Hanming Fang,,,"Speaker will be presenting virtually- We highly encourage you to come in-person to WCC and watch as a group if feasible.

Our speaker will help us to understand how and why China’s external geopolitical situation has profound influences on its economy, including its related domestic policies. Constraints on China's growth (e.g., aging demographics, investment, innovation, and climate/environment) will be discussed. Contrasts between U.S. capitalism vs. Chinese market control will be discussed as a framework for analyzing geopolitical tensions between our two countries, and implications for future relations. Please see the attached document for supplemental readings. Hanming Fang is Joseph M. Cohen Term Professor of Economics at the University of Pennsylvania, and in the Wharton School. He is an applied microeconomist with broad theoretical and empirical interests focusing on public economics. Professor Fang is currently working on issues related to insurance markets, particularly the interaction between the health insurance reform and the labor market, and the alternative health insurance reform proposals. He also studies the Chinese economy, particularly on issues related to political economy, population aging and social security. Professor Fang received his Ph.D. in Economics from the University of Pennsylvania in 2000. Before joining the Penn faculty, he held positions at Yale University and Duke University.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.; not recorded per the presenter's request,
Fall 2023,thursday-series,The Rise of China as a Global Superpower,2023-10-05,10:00-11:30am,The Chinese Political Legal System from 3000 Years Ago to Yesterday,Professor Nicholas Howson,,,Speaker will be presenting in-person We highly encourage you to come in-person to WCC if feasible.,Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,"In this presentation, Professor Howson will situate the rapidly changing Chinese legal system as established after 1979 in the People’s Republic of China (PRC) in the far longer history of China’s imperial era (221 BCE to 1911 CE) political and governance systems, with specific attention to the character and uses of substantive “legal” norms, the operation and reception of political legal administrative organs of the state (or dynastic court), the battle between ambitions for an autonomous legal system and a governance system expressive of the reigning ideology (Confucius to Marx), an ever shifting discourse on individual and collective rights protected under law, and the significant effects of the mid-19th century encounter with the West (and a rising Japan) and the more recent engagement with the outside world (from human rights to the global capital markets) after the passing of Mao. While avoiding an argument that China and its contemporary legal system is an instance of “plus ça change,” the presentation will try to make sense of today’s political legal system in China through a much longer lens. Nicholas Howson is the Pao Li Tsiang Professor of Law at Michigan’s Law School. He served as the managing partner of a major New York law firm’s Asia Practice group based in Beijing. He has handled precedent-setting legal transactions for Chinese corporations and served as a consultant on Chinese law to the Ford Foundation, the UN Development Programme, and the Asian Development Bank. He has advised the Chinese government on amendments to its commercial laws. Professor Howson also serves as an arbitrator for the China International Economic and Trade Arbitration Commission. He received his BA from Williams College and his JD from Columbia Law School."
Fall 2023,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2023-10-10,10:00 - 11:30 am,Promoting Social Growth and Understanding Through Music,Matthew VanBesien,UMS President,University of Michigan,"Matthew VanBesien, President of the University Musical Society at the University of Michigan, and former President of the New York Philharmonic, will give a talk about the arts today in America, where we've been, how we're adapting to an ever-changing landscape, and the opportunities and challenges that lie ahead. Artists and arts organizations today face incredible volatility and uncertainty, but are finding creative and exciting ways to lean into the moment. Matthew will talk about ways the arts are striving to become an even more vital part of society today, and will look forward to an interactive Q&A portion that engages participants in a discussion about the state of the arts in our country.",Sponsored by University of Michigan Health Advantage.,"Matthew VanBesien has served as the president of the University Musical Society since 2017, becoming only the seventh president in UMS’s 144-year history. Before his role in Michigan, Matthew served as Executive Director and then President of the New York Philharmonic from 2012-2017. He served as Managing Director of the Melbourne Symphony Orchestra from 2010-2012, following positions at the Houston Symphony as Executive Director/CEO, and General Manager, from 2002-2009. A native of St. Louis, Missouri, Mr. VanBesien earned a Bachelor of Music degree in French horn performance from Indiana University and was the recipient of an Honorary Doctor of Musical Arts degree from Manhattan School of Music. He serves as the Secretary and Treasurer on the Board of the International Society for the Performing Arts, and as an Executive Committee member of the University of Michigan’s Presidential Arts Initiative."
Fall 2023,thursday-series,The Rise of China as a Global Superpower,2023-10-12,10:00-11:30am,How China Derailed its Peaceful Rise,Dr. Susan Shirk,,,"Speaker will be presenting via Zoom We highly encourage you to come in-person to WCC if feasible.

For decades, China’s rise to power was characterized by its reassurance that this rise would be peaceful. Then, even before Xi Jinping took over in 2012, Beijing became more aggressive in foreign policy and repressive in domestic policy. These trends have become even more acute under Xi and have triggered an equally selfdefeating overreaction from America. Shirk will open the black box of Chinese domestic politics to explain how we got to where we are today and how the United States should respond.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,"Dr. Susan Shirk is research professor and the founding chair of the 21st Century China Center of the School of Global Policy and Strategy, UC San Diego. Shirk is the author of China: Fragile Superpower and the Political Logic of Economic Reform in China. From 1997-2000 she served as Deputy Assistant Secretary of State in the Bureau of East Asia and Pacific Affairs, with responsibility for China, Taiwan, Hong Kong, and Mongolia."
Fall 2023,special,Zekelman Holocaust Center's Special Lecture Series,2023-10-12,2:00 - 3:30pm,The Holocaust and the Final Solution,Brennden Bernard,Adult Education Specialist,Zekelman Holocaust Center,"The Nazi regime murdered over six million Jews in the Holocaust, yet this event was not inevitable and did not have to happen. This disaster resulted from choices made by individual people who chose to be bystanders, upstanders, collaborators, and perpetrators. In this presentation, we will address the human story through explaining various types of camps that the Nazis sent the Jews to, why they were sent there, as well as testimony and artifacts from those who survived the camps.",Online only ($12 day pass); facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).; Description/bio enriched from OLLI announcement emails (BLC-012).,
Fall 2023,thursday-series,The Rise of China as a Global Superpower,2023-10-19,10:00-11:30am,US-China Relations: Now What?,Professor Mary Gallagher,,,"Speaker will be presenting in-person We highly encourage you to come in-person to WCC if feasible.

This talk examines the current state of US-China Relations from a historical perspective and in the context of an increasingly complex geopolitical context. I argue that US-China Relations are now far beyond a simplistic engagement vs. containment policy; rather the United States needs to re-engage with the rest of the world in order to counter an ambitious and frustrated China more effectively.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,"Mary E. Gallagher is the Amy and Alan Lowenstein Professor of Democracy, Democratization, and Human Rights Professor at the University of Michigan where she is also the director of the International Institute. She was the director of the Kenneth G. Lieberthal and Richard H. Rogel Center for Chinese Studies from 20082020. Dr. Gallagher’s most recent book is Authoritarian Legality in China: Law, Workers and the State, published by Cambridge University Press in 2017. She is also the author or editor of several other books, including Contagious Capitalism: Globalization and the Politics of Labor in China (Princeton 2005). Dr. Gallagher was a foreign student in China in the fall of 1989 at Nanjing University at the Duke-inChina Program. She taught at Foreign Affairs College in Beijing from 1996-1997 as a member of the Princeton-in-Asia program. In 2023-25, Dr. Gallagher is a Fulbright Global Scholar on a new research project that examines attitudes toward China in the United States, Germany, Japan, and South Korea. In addition to her academic research, Dr. Gallagher has consulted with governments, international organizations, and corporations on China’s domestic politics, labor and workplace conditions, and urbanization policies. She received her Ph.D. in politics in 2001 from Princeton University and her B.A. from Smith College in 1991."
Fall 2023,thursday-series,"International Organizations and Agreements: Relevance, Challenges, Opportunities",2023-10-26,10:00-11:30am,The Capabilities and Limits of International Organizations,Professor Kristina Daugirdas,,,"Speaker will be presenting in-person We highly encourage you to come in-person to WCC if feasible.

International organizations are – or at least are expected to be – at the forefront of addressing the most serious global challenges, including climate change the war in Ukraine, and the global Covid-19 pandemic. This lecture will explain the ways that international organizations can add value and make it possible to achieve outcomes that governments couldn’t obtain on their own. It will also address why these organizations frequently all short of their ambitious goals. Kristina Daugirdas is a Professor of Law and the Associate Dean for Academic Programming at the University of Michigan Law School. Before joining the faculty, she served as an attorney-adviser in the Office of the Legal Adviser for the U.S. State Department. She is a member of the editorial board of the International Organizations Law Review and serves on the State Department’s Advisory Committee on International Law.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,
Fall 2023,thursday-series,"International Organizations and Agreements: Relevance, Challenges, Opportunities",2023-11-02,10:00 - 11:30am,International Economic Institutions: Their Role in the World Economy,Professor Alan Deardorff,,,"Speaker will be presenting in-person We highly encourage you to come in-person to Towsley auditorium in WCC’s Morris Lawrence Building if feasible.

The world economy took much of its current form at the end of World War II, when the major international economic organizations were formed: the International Monetary Fund, the World Bank, and the predecessor of today's World Trade Organization. Over subsequent decades, smaller groups of countries entered into numerous international economic agreements. This presentation will discuss the history of these institutions and the role that they continue to play in the world economy. Alan V. Deardorff was John W. Sweetland Professor of International Economics and Professor of Economics and Public Policy at the University of Michigan from 1970 until he retired June 2021 and became Emeritus. His Ph.D. in economics was from Cornell University in 1971. He chaired the Department of Economics from 1991 to 1995 and was Associate Dean of the Gerald R. Ford School of Public Policy from 2007 to 2015.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,
Fall 2023,thursday-series,"International Organizations and Agreements: Relevance, Challenges, Opportunities",2023-11-07,10:00 - 11:30am,International Economic Institutions: Can the United Nations Stop Wars and Protect Human Rights?,Professor Steven R. Ratner,,,"*Please note that you needed to pre-register to this lecture in order to participate in-person. The United Nations has seemed powerless in recent years to prevent new wars in Russia/Ukraine, Sudan, and elsewhere. And human rights violations continue globally, as seen in the aftermath of the Taliban's takeover in Afghanistan. Can the UN do anything to prevent or stop these atrocities? This talk will discuss how the UN's mechanisms work, their promises, and their limitations.",Record sourced from OLLI announcement emails (BLC-012); not printed in any received catalog.,"Bruno Simma Collegiate Professor of Law Steven R. Ratner began his legal career as an attorney-adviser at the US State Department's Office of the Legal Adviser. He was appointed by the UN Secretary-General to a three-person expert group in 1998–1999 to consider bringing the Khmer Rouge to justice. He was also a member of the UN's three-person Panel of Experts on Accountability in Sri Lanka in 20102011, which advised the secretary-general on human rights violations related to the end of the Sri Lankan civil war. In 2022, he was appointed to the UN Human Rights Council's three-member International Commission of Human Rights Experts on Ethiopia."
Fall 2023,special,Zekelman Holocaust Center's Special Lecture Series,2023-11-09,2:00 - 3:30pm,Resistance during the Holocaust,Christian Bozeman,Adult Education Specialist,Zekelman Holocaust Center,"While many people chose to perpetuate hate during the Holocaust, some people resisted the Nazi regime and its destructive ideology. Cultural/ spiritual resistance and physical/ armed resistance were both important types of opposition used to undermine Nazi power. Resistance of both kinds inspired hope among the persecuted Jews. This program will discuss these different types of resistance, through the use of artifacts, testimonies, and survivor art.",Online only ($12 day pass); facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).; Description/bio enriched from OLLI announcement emails (BLC-012).,
Fall 2023,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2023-11-14,10:00 - 11:30am,The Transition to Renewable Energy: Truths and Consequences,Professor Adam Simon,"Arthur F. Thurnau Professor of Earth & Environmental Sciences; Faculty Director, Michigan Research & Discovery Scholars (MRADS) Living Learning Community",University of Michigan,"The green energy transition requires significantly increasing the extraction of resources including cobalt, copper, graphite, lithium, nickel, and many others to build battery electric vehicles, photovoltaic solar, wind turbines, and grid-scale battery storage. Where do these resources come from? Will they be available on the timescale we need? What are the economic, environmental and sociopolitical implications? Please join me for a presentation where I answer these questions and more.",,Adam C. Simon is Arthur F. Thurnau Professor of Earth & Environmental Sciences at the University of Michigan and the Faculty Director for the Michigan Research & Discovery Scholars (MRADS) Living Learning Community. His scholarly work focuses on the global flow of energy and mineral resources with an emphasis on the geologic availability of energy critical metals.
