edition,series_type,series_name,date,time,title,speaker,speaker_title,institution,description,notes,speaker_bio
Winter 2024,thursday-series,Big Science and Tech Explained!,2024-01-25,10:00 - 11:30am,The Hubble and Webb Space Telescopes: A New Era of Discovery,Jennifer Wiseman,Senior astrophysicist; Senior Project Scientist for the Hubble Space Telescope,NASA Goddard Space Flight Center,"The Hubble Space Telescope is at its peak of scientific discovery, even 33 years into its illustrious mission. Now the Hubble and new Webb Space Telescopes, with complementary capabilities, are exploring deeper into the universe and unveiling more details in every astronomical realm including our own solar system, exoplanets, stellar nebulae, black holes, dark matter, and galaxies. This talk will explore what Hubble and other telescopes are showing us about the beauty and activity of our amazing universe.",$12; speaker presenting via Zoom.,"Dr. Jennifer Wiseman is a senior astrophysicist at the NASA Goddard Space Flight Center where she serves as the Senior Project Scientist for the Hubble Space Telescope. Previously, she headed Goddard’s Laboratory for Exoplanets and Stellar Astrophysics. Jennifer has also served as a Congressional Science Fellow, a Councilor of the American Astronomical Society, and the Director of the AAAS Dialogue on Science, Ethics, and Religion (DoSER). She loves nature and night skies."
Winter 2024,thursday-series,Big Science and Tech Explained!,2024-02-01,10:00 - 11:30am,Artificial Intelligence Enhanced Drug Discovery and Repurposing – From Benchside to Bedside,Jonny Sexton,"PhD; Faculty Director, UM Center for Drug Repurposing",University of Michigan,"The process of bringing a new drug to market has a high failure rate, a timeline of 10-15 years, and a cost of more than $1 billion. Artificial intelligence coupled with the use of patient-derived cells and tissues can be leveraged to perform personalized drug screening and enhance the success of drug discovery, especially for rare diseases.",$12; speaker presenting in-person.,"Jonny Sexton, PhD, earned his undergraduate degree in chemistry at UC Santa Barbara and his PhD in chemistry at UC Santa Barbara. He then did a postdoctoral fellowship at Stanford University with Nobel Laureate Roger Kornberg. In 2007, he took a faculty position at the University of North Carolina. Following that he was the director of Drug Discovery at the BRITE Institute. In 2018, he moved to the University of Michigan where he started a laboratory focusing on artificial intelligence enhanced drug discovery, particularly for chronic liver diseases. Currently he is the faculty director of the UM Center for Drug Repurposing."
Winter 2024,thursday-series,Big Science and Tech Explained!,2024-02-08,10:00 - 11:30am,Shaking Things Up: About Natural and Anthropogenic Earthquakes and Noise,Ben van der Pluijm,"Professor, Department of Earth & Environmental Sciences",University of Michigan,"Earthquake prediction? Yes and No. We discuss what earthquakes are, where they occur, and why. We explore earthquake forecasting and the value of modern shake alerts. We also look at human-induced ('Anthropogenic') earthquakes, primarily from explosions, fracking and waste fluid injection, and the surprising record of societal vibrations ('noise') from day-to-day human activity.",$12; speaker presenting in-person.,"Ben van der Pluijm has been Professor in the Dept of Earth & Environmental Sciences at the University of Michigan since 1985. His research areas are Structure and Tectonics, dealing with the geologic evolution of Earth’s crust, from minerals to mountains, and Hazards Geology and Societal Resilience, dealing with the challenges of planet-human interactions. He teaches and lectures about geology and resilience. His research has taken him around the world."
Winter 2024,thursday-series,Big Science and Tech Explained!,2024-02-15,10:00 - 11:30am,"Managing the Transition to EVs: Tales of Countries, Companies, and Engineers Trying to Create the Future",Bruce Belzowski,"Managing Director, Automotive Futures group",Automotive Futures,"The global automotive industry is in the process of dramatically changing how they develop, manufacture, and sell their products. It's not a small task to change what you've been doing for 100 years, and this talk will take you on a journey from where we are to where we think we want to be. It won't be easy, and in the end, it won't be pretty, but we are going to do it anyway, hopefully, for the good of the planet.",$12; speaker presenting in-person. 25 years at the University of Michigan Transportation Research Institute.,"Bruce M. Belzowski is the Managing Director of the Automotive Futures group. He received his B.A. and M.A. from the University of California, Berkeley, and the University of Michigan, respectively. His 25 years studying the global automotive industry at the University of Michigan Transportation Research Institute focused on a variety of automotive topics. His current research topics at Automotive Futures includes information technology, autonomous vehicles, powertrain strategies, and globalization of the automotive industry. These topics are addressed in Automotive Futures’ five annual conferences that have been held over the past twelve years at the University of Michigan."
Fall 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-09-10,10:00 - 11:30 am,The Great American Songbook,Professor Brent Wagner,"Arthur Thurnau Emeritus Chair; Robertson Emeritus Professor of Musical Theatre, School of Music, Theatre & Dance",University of Michigan,"Irving Berlin, Rodgers and Hart, George Gershwin, Jerome Kern, Harold Arlen, Duke Ellington, and Cole Porter — these marvelous writers created so many lasting standards in the early 20th century that the era has been termed 'The Great American Songbook.' These songs have been recorded hundreds of times by pop singers, jazz artists, dance bands, and even opera singers, and new generations are constantly discovering and rediscovering the depth and artistry of these mini-masterpieces. But why have these songs lasted so long? What exactly makes them 'great'? Professor Wagner will explore the repertoire, detailing and demonstrating some of the characteristics that make these songs part of an enduring and rewarding legacy.",$12 Members | $20 Non-Members. Lecture series sponsored by the Martin Family Foundation.,"Brent Wagner is the Arthur Thurnau Emeritus Chair, and Robertson Emeritus Professor of Musical Theatre, UM’s School of Music, Theatre & Dance. He was chair of the Department of Musical Theatre for 32 years and is credited with building the department into one of the top musical theatre programs in the world. Before joining the Michigan faculty in 1984 he taught at Syracuse University. He has directed musicals and revues throughout North America, from off-Broadway in New York to the Banff Center in Canada. He has collaborated with Sheldon Harnick on numerous projects, including the world premiere of A Wonderful Life, and his recent musical Dragons, both of which were staged at the University of Michigan. Among many responsibilities, Mr. Wagner also directed the Senior Showcase, presented annually in New York City."
Fall 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-10-09,10:00 - 11:30 am,"Diet, Exercise, and Brain Health: Latest Research Findings",Professor Eva Feldman,"James W. Abers Distinguished University Professor; Russell N. DeJong Professor of Neurology, Michigan Medicine",University of Michigan,"This talk will review scientific research findings on the effects of different diets on brain health and cognition. Second, the talk will address research findings on the effects of exercise, and how different types of exercise — including aerobic, high-intensity interval training, and resistance training — affect brain health and cognitive functioning.",Wednesday (please note date change). $12 Members | $20 Non-Members. Sponsored by the Michigan Medicine-University of Michigan-Geriatric Center. Repeat of the April 2024 lecture topic.,"Eva L. Feldman MD, PhD is James W. Abers Distinguished University Professor, and Russell N. DeJong Professor of Neurology at Michigan Medicine. A neurologist and neuroscientist, she has devoted her career towards understanding the etiology of neurological disorders and developing new treatments. Dr. Feldman is Director of UM’s ALS Center of Excellence, and the NeuroNetwork for Emerging Therapies. She is annually listed in Best Doctors in America, and a Past President of the Peripheral Nerve Society and the American Neurological Association (ANA). She is a member of the National Academy of Medicine Council, the Association of American Physicians, and a Fellow of the AAAS. Her work is internationally recognized, with more than 500 published articles, 70 book chapters, and greater than 55,000 citations."
Fall 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-11-12,10:00 - 11:30 am,"What Happened on November 5, 2024",Professor Michael Traugott,"Professor Emeritus of Political Science; Research Professor Emeritus, Center for Political Studies, Institute for Social Research",University of Michigan,"This lecture will summarize the results, the key voting patterns and voter rationale for the November 5, 2024 U.S. Presidential election.",$12 Members | $20 Non-Members.,"Michael Traugott, Ph.D., is Professor Emeritus of Political Science at the University of Michigan, and Research Professor Emeritus, Center for Political Studies, at UM’s Institute for Social Research. Prof. Traugott studies campaigns, elections, voting behavior, the use of polls to construct news, and survey methodology. He is active in the American Association for Public Opinion Research (AAPOR) and the World Association for Public Opinion Research (WAPOR), having served as president of both organizations. Professor Traugott is a frequent resource for journalists interested in discussing American political campaigns and government operations, and he’s given several excellent OLLI-UM lectures in past years."
Fall 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-12-10,10:00 - 11:30 am,Ann Arbor and Dexter Bicentennials: Two Cities Bound By History and Circumstance,Russ Collins,"Executive Director/CEO, Marquee Arts (Michigan Theater and State Theatre)",Marquee Arts,"In February 1824, the site for ""Annarbour"" was staked out by two scoundrels: John Allen and Elisha Rumsey. That same year Samuel Dexter, an impressive individual from a prominent early-American family, also settled land on the Huron River. Both Ann Arbor and Dexter sought to be the home of the University of Michigan. Now, in the 21st Century, Dexter and Ann Arbor are wonderful places to live and work. My talk will relate this surprising tale of two cities for the bicentennial.",$12 Members | $20 Non-Members.,"Russ Collins has served for over 40 years as the Executive Director/CEO of the non-profit organization, now known as Marquee Arts, which restored and operates Ann Arbor’s treasured Michigan Theater and State Theatre. In 2008 Collins founded a national association for independent cinemas – the Art House Convergence. In 2012 he started Ann Arbor’s Cinetopia Film Festival. Collins was raised and educated in Ann Arbor. His honors include recognition for “Outstanding Contributions to Historic Theater Preservation” by the League of Historic American Theatres. Collins is on the air locally as co-host of Cinema Chat on WEMU radio."
Fall 2024,thursday-series,Thursday Lecture Series: Dynamic Mexico,2024-09-19,10:00 - 11:30am,"Democracy in México: Race, Revolution, and Redemption",Dr. Carlos Hernandez,Assistant Professor of History; dual appointment at the Center for Latino/a and Latin American Studies,Wayne State University,"Today's keynote address, ""Democracy in México: Race, Revolution, and Redemption,"" offers a preview of Professor Hernández's next book project, provisionally titled the same as this lecture. The talk is the first in this year's speaker series on Mexico. In this lecture, Professor Hernández will examine the history of democracy — as an idea and as an institution — in Mexico, from the early nineteenth century to the present. What can Mexican history teach us about the relationship between revolution and democracy and about multiculturalism and the state, about the relationship between the past and present? Professor Hernández will walk us through the Mexican Independence War, Mexico's long nineteenth century, and the Mexican Revolution of 1910 (and its afterlives) to reflect on these questions.",$12 Members | $20 Non-Members. In-person and streamed live on Zoom.,"Dr. Carlos R. Hernández is an Assistant Professor of History at Wayne State University, where he maintains a dual appointment at the Center for Latino/a and Latin American Studies. A bilingual and binational historian of Mexico, Professor Hernández earned his Ph.D. in Latin American and Caribbean History from Yale University in May 2020. He joined the faculty of Wayne State in Fall 2022 after serving as the A. Kenneth Pye Visiting Assistant Professor of History at Southern Methodist University in Dallas, Texas. Professor Hernández also holds a M.A. in Latin American and Caribbean History from the University of Florida, and a B.A. in Political Science and English from Texas A&M University. His published scholarship has appeared in multiple flagship journals, and he is currently completing a book manuscript on the history of tourism and development in Cancún, Mexico."
Fall 2024,thursday-series,Thursday Lecture Series: Dynamic Mexico,2024-09-26,10:00 - 11:30am,Beyond the Border: The Evolution of Mexico-U.S. Migration in a Transnational Perspective,Prof. Lauren Duquette-Rury,"Professor researching international migration, vigilantism, democracy, and citizenship",,"Beyond the Border details the history of Mexican emigration to the U.S. and its social, economic, and political consequences for Mexican development and democracy. The talk will examine the causes of emigration over time, historical trends in border crossing and settlement patterns in North America, changes in the structural demand for immigrant labor and contemporary migratory challenges in the current political climate, including how criminal violence and vigilantism shape Central American migration through Mexico.",$12 Members | $20 Non-Members. In-person and streamed live on Zoom. Bio names her PhD (University of Chicago) but not her current institution.,"Professor Duquette-Rury’s research focuses on international migration, vigilantism, democracy, and citizenship. Her first book, Exit and Voice: The Paradox of Cross-Border Politics in Mexico explores how migrant remittances transform local democracy and development. Her second book, The Right to Remain: Naturalizing Under Threat in the Age of Immigration Enforcement, examines how the threat of deportation affects immigrants’ propensity to become citizens through naturalization in the US. She received her PhD from the University of Chicago."
Fall 2024,thursday-series,Thursday Lecture Series: Dynamic Mexico,2024-10-10,10:00 - 11:30am,Mexico in the Global Economy,Prof. Christy Thornton,Associate Professor of History,New York University,"How does Mexico fit into North America today, and into the global economy more broadly? This lecture will cover the recent history of Mexican trade and investment with special emphasis on the relationship between Mexico and the United States. It will trace how questions of security, markets, and labor have changed in recent decades, and pay close attention to the connections between the licit and illicit economies that bind North America together.",$12 Members | $20 Non-Members. Zoom only.,"Christy Thornton is an Associate Professor of History at New York University. She was previously tenured in the Department of Sociology at Johns Hopkins University, where she was also the Co-Chair of the Program in Latin American, Caribbean, and Latinx Studies. She is the author of Revolution in Development: Mexico and the Governance of the Global Economy (University of California Press, 2021)."
Fall 2024,thursday-series,Thursday Lecture Series: Dynamic Mexico,2024-10-17,11:00am - 12:30pm,Clientelism in Mexican Elections,Dr. Joy Langston,"Professor of Political Science, Center for International Studies",Colegio de México,"Clientelism, the exchange of goods and services for political support, has always mattered in Mexican elections, but has become more noticeable with democratization in 2000. In many ways, Mexican clientelism has become a complex mobilization operation that continues after the electoral cycle ends. The governing Morena party has been able to centralize some of its clientelist operations.",$12 Members | $20 Non-Members. Zoom only. Please note the time change.,"Dr. Joy Langston, a Professor of Political Science at Colegio de México’s Center for International Studies, focuses on political parties, clientelism, electoral violence, and federalism within the Mexican political landscape. Her book, Democratization and Authoritarian Party Survival, explores how the former hegemonic PRI party survived democratization. She has published extensively on Mexican politics and is currently researching how clientelism has evolved over the past 70 years. She earned her Ph.D. from Duke."
Fall 2024,thursday-series,Thursday Lecture Series: Dynamic Mexico,2024-10-24,10:00 - 11:30am,Emotional Architecture,Prof. Yojairo Lomeli,"Faculty, Taubman College of Architecture and Urban Planning",University of Michigan,"The presentation will lay out the complex architectural landscape and connection to the arts given its history with colonialism as Mexico's leading architects, past and present, seek to find an architectural language that most deeply embodies the place and culture of Mexico.",$12 Members | $20 Non-Members. In-person and streamed live on Zoom.,"Yojairo Lomeli is a Mexican-American producer of architecture, drawings, welds, models, photographs, thoughts, sketches and furniture. From Detroit, Michigan, Yojairo studied at the University of Michigan in Ann Arbor and earned a Master of Architecture in 2015. Yojairo began his teaching career joining the faculty at the University of Michigan’s Taubman College of Architecture and Urban Planning. He was awarded the Donna M. Salzer Award for Teaching Excellence in 2017 and 2018 and again in 2021 and 2024."
Fall 2024,special,Conversations,2024-09-17,11:00am - 12:30pm,"Sex, Intimacy & The Senior Citizen",Sara Zocher,Clinical social worker and AASECT certified sex therapist,,"Think seniors are trading in their libidos for knitting needles? Many health professionals have been pushing a PG-rated version of seniors as asexual. Today we're busting that myth wide open. Buckle up as we explore how Certified Sex Therapists are proving that when it comes to romance, age is just a number.",$12 Members | $20 Non-Members. In-person only. Please note the time change.,"Sara Zocher is a clinical social worker and an AASECT certified sex therapist. She obtained her MSW from the University of Michigan and has worked as a therapist in both mental health and sexual health. Sara is passionate about helping individuals on their path towards pleasure, joy, connection, and intimacy."
Fall 2024,special,Conversations,2024-10-18,10:00 - 11:30am,Swarm and Destroy: How Cheap Killer Drones and Their Reliance on Artificial Intelligence are Revolutionizing Warfare and Rewriting the Rules of Engagement,"Frederic S. Pearson, Ph.D. and Ahmed Nabil","Pearson: professor of political science, former director of the Center for Peace and Conflict Studies; Nabil: Ph.D. candidate, former Egyptian diplomat",Wayne State University,"Prepare to navigate the treacherous waters of modern warfare as we explore the rise of drone swarms. This interview lifts the curtain on these controversial weapons, revealing both their tactical allure and chilling potential. We'll grapple with the moral minefield of deploying these automated hunters and examine the thin line between innovation and Pandora's box. Can we halt these relentless aerial armies, or are we locked in a high-stakes arms race? Brace yourself as we learn about battlefields of tiny, cheap, yet lethally intelligent machines. The face of war is changing - are we ready for the consequences?",$12 Members | $20 Non-Members. In-person only. Two interviewees appearing together.,"Frederic S. Pearson, Ph.D., is a professor of political science and former director of the Center for Peace, and Conflict Studies at Wayne State University. A native Detroiter who spent 20 years teaching at the University of Missouri in St. Louis, Dr. Pearson received his Ph.D. from the University of Michigan, having done his undergraduate work at Oakland University. In 2000 Dr. Pearson was designated a conflict resolution consultant to the U.S. Commission on National Security/21st Century in Washington. In 2007 he lectured to the UN staff on global conflict and to an EU seminar on arms and civil war; and in 2014 presented a peacemaking workshop to joint Palestinian-Israeli trauma treatment professionals in Jerusalem. Dr. Pearson has twice hosted Middle East Partnership Initiatives with undergraduate students from across the Arab world for training in civic engagement. Ahmed Nabil is a Ph.D. Candidate, and Former Egyptian Diplomat. He is broadly interested in regional security theories, especially in the Middle East, civil wars, diplomacy, and military technology. Ahmed has gained professional experience as a diplomat for 12 years. He has served in different interesting positions such as in Libya (2009-2012) and was an eyewitness of the first Libyan civil war, and in Washington D.C. (2014-2018). Ahmed examines in his dissertation the impact of UAVs on civil wars, military and political dynamics."
Fall 2024,special,Conversations,2024-11-19,10:00 - 11:30am,"Insidious Influences: The Effects of PACS, SUPERPACS and Lobbying in Government Today","Richard L. Hall, Ph.D.","Distinguished professor of political science and public policy, Ford School",University of Michigan,"Examine with us the world of lobbyists, billionaires, and corporations as PACS and SUPERPACS funnel money into campaigns drowning out the voices of individual citizens. Steady yourself for the shocking truth how ""Dark Money"" manipulates elections and government policy from the shadows. Think your vote matters? Think again.",$12 Members | $20 Non-Members. In-person only.,"Richard L. Hall, Ph.D., is a distinguished professor of political science and public policy, renowned for his expertise in American national politics. His extensive research encompasses topics such as congressional participation, campaign finance reform, and health policy. He is currently authoring a book on interest group lobbying’s impact on Congressional policy making. He’s revered for his seminal work “Participation in Congress” (1996) which won the Richard F. Fenno Prize. Honored with the 2020 Barbara Sinclair Award, among others. Professor Hall brings a wealth of experience from Capitol Hill to his role at the Ford School."
Winter/Spring 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-02-04,10:00 - 11:30 am,Is Business Education Serving Society? It's Time to Rejuvenate the Intellectual and Moral Training of Future Business Leaders,Prof. Andrew Hoffman,"Holcim (US) Professor of Sustainable Enterprise, Ross Business School and School for Environment and Sustainability (SEAS)",University of Michigan,"Today's business schools were designed for a world that no longer exists. Capitalism raised the standard of living for billions of people over the past 150 years, but is now facing systemic challenges, which it is both causing and unable to address: Most notably, climate change and inequality. And yet, business schools continue to teach ideas that are making these problems worse. Business schools cannot simply drop an elective into their curriculum to address these challenges. We must rethink their foundations.",$12 Members | $20 Non-Members. (Note: new date.),"Andrew J. Hoffman is the Holcim (US) Professor of Sustainable Enterprise, jointly appointed in UM’s Ross Business School, and School for Environment and Sustainability (SEAS). His research uses organizational behavior theories to understand the cultural and institutional aspects of environmental issues. He has published over 100 articles/book chapters, and 18 books, which have been translated into six languages. His latest book, Business School and the Noble Purpose of the Market, will be published in May by Stanford University Press. Prof. Hoffman has received many awards for his research and teaching. His work has been covered in the New York Times, Scientific American, Time, Wall Street Journal, National Geographic, and NPR."
Winter/Spring 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-03-11,10:00 - 11:30 am,Tax Follies,Prof. Joel Slemrod,"Paul McCracken Collegiate Professor of Business Economics and Public Policy, Ross Business School; David Bradford Distinguished University Professor, Economics Department",University of Michigan,"Governments have always struggled to tax in ways that are effective and tolerably fair. In this talk, Prof. Slemrod will provide a fun tour through preposterous and dramatic historical tax episodes, drawing lessons for today's contentious tax debates. He will argue that yesterday's tax systems have more in common with ours than we may think. Georgian England's window tax now seems quaint but was an ingenious way of judging wealth unobtrusively. And Tsar Peter the Great's tax on beards aimed to induce the nobility to shave, much like today's carbon taxes aim to slow global warming.","$12 Members | $20 Non-Members. Based on his book Rebellion, Rascals, and Revenue: Tax Follies and Wisdom through the Ages.","Joel Slemrod is the Paul McCracken Collegiate Professor of Business Economics and Public Policy at UM’s Ross Business School, and David Bradford Distinguished University Professor in UM’s Economics Department. He’s also Director of Ross’ Office of Tax Policy Research. Prof. Slemrod studies and writes about tax policy. He served as Senior Staff Economist in the President’s Council of Economic Advisers, and was a consultant to the U.S. Department of the Treasury, and other government agencies. Prof. Slemrod has received many awards for his research and teaching. His talk will be based on his new book, Rebellion, Rascals, and Revenue: Tax Follies and Wisdom through the Ages, published by Princeton University Press."
Winter/Spring 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-04-08,10:00 - 11:30 am,"Is the Sun Setting on the West? Gaza, BRICS and Other Tipping Points",Prof. Saeed Kahn,"Associate Professor of Near East & Asian Studies and Global Studies; Director, Center for the Study of Citizenship",Wayne State University,"This lecture will explore whether Western reactions to the Gaza and Ukraine conflicts, along with the rise of the so-called BRICS nations (Brazil, Russia, India, China, South Africa, Iran, Egypt, Ethiopia and the UAE), signal a turning point in the preeminence of Western nations and the economic and political systems they have created and commandeered since World War II.",$12 Members | $20 Non-Members. Catalog header spells 'Kahn'; the bio spells 'Khan' (same speaker as the June 2023 Distinguished lecture).,"Saeed Khan is Associate Professor of Near East & Asian Studies and Global Studies at Wayne State University, where he is also Director of the Center for the Study of Citizenship. He is Co-founder and Senior Research Fellow at the Institute for Social Policy and Understanding in Washington, DC. He specializes in Middle Eastern and Islamic history, politics and culture, and global issues. For several years, Prof. Khan and Howard Lupovitch, Professor of History at Wayne State, have collaborated on talks and media interviews about the Israeli-Palestinian conflict. Prof. Kahn’s latest books include Global Studies: A Reader on Issues and Institutions and What’s Going On Here? US Experiences of Islamophobia Between Obama and Trump."
Winter/Spring 2025,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2025-05-13,10:00 - 11:30 am,Managing Your Emotions So They Don't Manage You,Prof. Ethan Kross,"Professor, Psychology Department and Ross Business School; Director, Emotion & Self-Control Lab",University of Michigan,"This talk—based on Prof. Kross' recently published book—addresses the timeless question of how to manage our emotional lives. Whether it's anxiety about going to the doctor, boiling rage when we're stuck in traffic, or devastation after a painful break-up, we often face situations that send us emotionally spiraling. Are there ways to make our emotions work for us rather than against us? Based on recent research findings, this talk will dispel some common myths—e.g., that avoidance is always toxic or that we should always strive to live in the moment—and provide a framework and tools for shifting our emotions to help us be healthier and happier.",$12 Members | $20 Non-Members.,"Ethan Kross, Ph.D., is a Professor in UM’s Psychology Department and Ross Business School. He is the director of the Emotion & Self-Control Lab. His research examines how people can control their thoughts, feelings and behaviors to improve their lives, focusing on adult, child and clinical populations. His approach draws on multiple disciplines within psychology including social, personality, clinical, developmental, and neuroscience. Prof. Kross has authored numerous books, book chapters, and articles. His research has been reported in The New York Times, Wall Street Journal, New Yorker, Forbes, Time, and The Atlantic."
Winter/Spring 2025,thursday-series,Thursday Lecture Series: Innovative Research and Treatments Impacting Mental Health in the U.S.,2025-01-30,10:00 - 11:30 am,"Youth Mental Health in the 21st Century: What is happening, and what can we do?",Dr. Emily Laird Bilek,"Board-certified clinical psychologist; Clinical Associate Professor, Department of Psychiatry",University of Michigan,"This presentation will explore the current state of youth mental health. First, we will review symptoms of common mental health concerns (e.g., anxiety and depressive disorders), along with effective treatments. Next, we'll examine recent trends in youth mental health and explore potential factors contributing to these changes. Finally, we will discuss how concerned family, friends, and community members can support these youth.",$12 Members | $20 Non-Members. In-person and streamed live on Zoom.,"Dr. Emily Laird Bilek is a board-certified clinical psychologist, and a Clinical Associate Professor in the Department of Psychiatry at the University of Michigan. Dr. Bilek’s clinical expertise centers on evidence-based psychotherapy for youth anxiety, depressive, and related disorders. Dr. Bilek is also committed to clinical research focused on developing, refining, and improving access to these treatments."
Winter/Spring 2025,thursday-series,Thursday Lecture Series: Innovative Research and Treatments Impacting Mental Health in the U.S.,2025-02-06,10:00 - 11:30 am,"Make it Fast: Ketamine, TMS, and Other Rapid Acting Agents to Conquer Depression",Dr. Sagar V. Parikh,"M.D., FRCPC; Professor of Psychiatry, Michigan Medicine; Professor of Health Management and Policy",University of Michigan,"More new treatments for depression have emerged in the last 5 years than in the previous 30 years, working on different targets and using different strategies than before. Most of these are new medications such as ketamine and psilocybin; others are newer brain stimulation methods like transcranial magnetic stimulation or TMS. They work much faster than older treatments. This talk will provide an overview of these innovations.",$12 Members | $20 Non-Members. In-person and streamed live on Zoom.,"Sagar V. Parikh, M.D., FRCPC is Professor of Psychiatry, Michigan Medicine and Professor of Health Management and Policy at the University of Michigan. Dr. Parikh is the author/editor of three books and over 200 peer-reviewed articles and book chapters. His research includes clinical trials of medication and psychotherapy in bipolar disorder and major depression, biomarkers of response, ketamine, digital tools, health services research, and pharmacogenomics. He has won multiple awards for research and teaching."
Winter/Spring 2025,thursday-series,Thursday Lecture Series: Innovative Research and Treatments Impacting Mental Health in the U.S.,2025-02-13,10:00 - 11:30 am,Mindfulness and MBSR as Integrative Treatment for Mental Health and Chronic Illnesses,Dr. Anup Bhandiwad,"Assistant professor and clinical provider, Department of Family Medicine – Integrative Medicine, Michigan Medicine",University of Michigan,"Mindfulness and Mindfulness-Based Stress Reduction (MBSR) have shown promise as integrative treatments for conditions like mental health disorders (eg. anxiety, depression, post-traumatic stress disorder) and chronic health issues including chronic pain. These techniques are designed to help individuals focus on the present moment with acceptance and non-judgment, which can alleviate stress, anxiety, and other emotional challenges that exacerbate both mental and physical health conditions. Dr. Bhandiwad will define and expand on the concept of mindfulness. He will discuss how mindfulness and MBSR are being used at the University of Michigan.",$12 Members | $20 Non-Members. In-person and streamed live on Zoom.,"Dr. Anup Bhandiwad graduated from the Wayne State School of Medicine in 2016. Currently, Dr. Bhandiwad is an assistant professor and clinical provider in the Department of Family Medicine – Integrative Medicine at Michigan Medicine. His clinical focuses include lifestyle medicine, patient-centered care, and management of chronic diseases. Within that, he has focused on mindfulness becoming a Level 1 Certified Mindfulness Based Stress Reduction (MBSR) instructor."
Winter/Spring 2025,thursday-series,Thursday Lecture Series: Innovative Research and Treatments Impacting Mental Health in the U.S.,2025-02-20,10:00 - 11:30 am,Using Brain Imaging and Neuromodulation to Improve the Diagnostic and Treatment of Mental Health Disorders,Dr. Alex Iordan,"Assistant Professor, Department of Psychiatry",University of Michigan,"The lecture explores the potential of brain imaging and neuromodulation to enhance diagnosis and treatment of mental health disorders. Brain imaging techniques, such as fMRI and EEG, provide insights into neural activity patterns associated with mental health conditions. Neuromodulation methods, including transcranial electrical and magnetic stimulation, offer targeted interventions to alter dysfunctional brain circuits. Together, these tools hold promise for developing more personalized, precise approaches to mental health care.",$12 Members | $20 Non-Members. In-person and streamed live through Zoom.,"Professor Alexandru Iordan earned his Ph.D. in Neuroscience from the University of Illinois at Urbana-Champaign. He joined the University of Michigan in 2016 as a Postdoctoral Fellow, becoming an Assistant Research Scientist in 2020. His work focuses on cognitive neuroscience, aging, cognitive training, and network neuroscience. In 2020, he received an Alzheimer’s Association Research Fellowship. He is currently an Assistant Professor in the Department of Psychiatry at the University of Michigan."
Winter/Spring 2025,thursday-series,Thursday Lecture Series: Innovative Research and Treatments Impacting Mental Health in the U.S.,2025-02-27,10:00 - 11:30 am,Bridging the Mental Health Treatment Access Gap through Community Engagement and Technology,Prof. Addie Weaver,"Associate Professor, School of Social Work; Associate Director, Vivian A. and James L. Curtis Center for Health Equity",University of Michigan,"This presentation introduces an innovative approach for increasing access to mental health treatment in underserved, under-resourced communities by partnering with existing, preferred community resources and using technology to support service delivery. The presenter will describe an online depression treatment program delivered in rural churches that was developed and evaluated in Michigan with promising results. Discussion will focus on developing mental health service delivery models that are acceptable, accessible, and sustainable in underserved communities.",$12 Members | $20 Non-Members. In-person and streamed live through Zoom.,"Addie Weaver, PhD, is an Associate Professor at the University of Michigan School of Social Work and Associate Director of the Vivian A. and James L. Curtis Center for Health Equity. Dr. Weaver partners with communities and leverages technology to improve access to mental health treatment in underserved, under-resourced communities. Dr. Weaver leads projects evaluating delivery of tailored, entertaining, technology-assisted depression treatment in rural churches, WIC program, Head Start programs, and school settings."
Winter/Spring 2025,special,Conversations,2025-02-18,11:00am - 12:30pm,Searching for Anti-Aging Drugs - Are We There Yet and Why Not?,Dr. Richard A. Miller,"Professor of Pathology; Director, UM Glenn Center for Biology of Aging",University of Michigan,"This interview will include a synopsis of research work on drugs that slow aging, discuss prospects for getting these to help improve human health, and test members of the audience for possible gerontologiphobia.",$12 Members | $20 Non-Members. In-person only.,"Rich Miller has worked on the biology of aging since 1982 and moved to Michigan in 1990. He is a Professor of Pathology and directs the UM Glenn Center for Biology of Aging. The lab has helped to discover mutations, diets, and drugs that slow aging in mice, and is trying to figure out how they work, towards the goal of finding drugs that can extend healthy lifespan in people."
